Index,Monster Name,Monster Gender,Monster Type,Monster Subtype,Monster Species,Monster Real,Monster Amount,Caught Fred,Caught Daphnie,Caught Velma,Caught Shaggy,Caught Scooby,Captured Fred,Captured Daphnie,Captured Velma,Captured Shaggy,Captured Scooby,Unmask Fred,Unmask Daphnie,Unmask Velma,Unmask Shaggy,Unmask Scooby,Snack Fred,Snack Daphnie,Snack Velma,Snack Shaggy,Snack Scooby,Unmask Other,Caught Other,Caught Not,Trap Work First,Setting Terrain,Setting Country State,Suspects Amount,Non Suspect,Arrested,Culprit Name,Culprit Gender,Culprit Amount,Motive,If It Wasnt For,And That,Door Gag,Number Of Snacks,Split Up,Another Mystery,Set A Trap,Jeepers,Jinkies,My Glasses,Just About Wrapped Up,Zoinks,Groovy,Scooby Doo Where Are You,Rooby Rooby Roo,Batman,Scooby Dum,Scrappy Doo,Hex Girls,Blue Falcon,Fred Va,Daphnie Va,Velma Va,Shaggy Va,Scooby Va
74,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,FALSE,NULL,NULL,NULL,NULL,FALSE,NULL,NULL,NULL,NULL,FALSE,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,NULL,Coast,Mexico,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,FALSE,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,FALSE,TRUE,FALSE,FALSE,TRUE,NULL,NULL,NULL,NULL,Don Messick
75,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,Urban,England,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,FALSE,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,0,FALSE,FALSE,FALSE,FALSE,TRUE,NULL,NULL,NULL,Casey Kasem,Don Messick
76,Pterodactyl Ghost,Male,Ghost,Pterodactyl,Dinosaur,FALSE,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,Mountain,United States,2,FALSE,TRUE,Mr Bohannon,Male,1,Theft,NULL,NULL,FALSE,0,0,0,0,3,0,0,0,10,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
77,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,NULL,Swamp,Florida,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,FALSE,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE,TRUE,FALSE,FALSE,TRUE,NULL,NULL,NULL,NULL,NULL
78,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,TRUE,FALSE,FALSE,FALSE,FALSE,NULL,Urban,Hong Kong,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,FALSE,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE,NULL,NULL,NULL,Casey Kasem,Don Messick
79,Phantom of Milo Booth,Male,Ghost,Phantom,Human,FALSE,1,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Rural,United States,6,FALSE,TRUE,Jim Moss,Male,1,Competition,NULL,NULL,FALSE,0,1,0,0,0,2,0,1,10,0,0,1,FALSE,TRUE,FALSE,FALSE,FALSE,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
80,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,NULL,Desert,Africa,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,FALSE,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,TRUE,NULL,NULL,NULL,NULL,NULL
81,Lochness Monster,Female,Animal,Lochness Monster,Lochness Monster,TRUE,1,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,Rural,Scotland,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,FALSE,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,NULL,NULL,NULL,Casey Kasem,Don Messick
82,Phantom Racer,Male,Ghost,Phantom,Human,FALSE,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,Desert,United States,4,FALSE,TRUE,Ken Rodgers,Male,1,Theft,NULL,NULL,FALSE,0,1,0,0,7,0,0,0,10,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
83,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,NULL,Rural,France,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,FALSE,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,TRUE,NULL,NULL,NULL,NULL,NULL
84,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,NULL,Rural,Australia,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,FALSE,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE,TRUE,FALSE,FALSE,TRUE,NULL,NULL,NULL,NULL,NULL
85,"Ghost of Witch McCoy,Zombie","Female,Male,","Ghost,Undead","Witch,Zombie","Human,Human",FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Forest,United States,3,FALSE,TRUE,"Aggie Wilkins,Zeke Harkins","Female,Male",2,Smuggling,NULL,NULL,FALSE,0,2,0,0,1,0,0,1,9,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
86,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,Rural,Greece,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,FALSE,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,NULL,NULL,Casey Kasem,Don Messick
87,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,NULL,Rural,Missouri,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,FALSE,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE,TRUE,FALSE,FALSE,TRUE,NULL,NULL,NULL,NULL,NULL
88,Futuristic Monster,Male,Animal,Humanoid,Insect,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Ocean,United States,2,FALSE,TRUE,"Professor Von Klamp,Simon Grady","Male,Male",2,Theft,NULL,NULL,FALSE,0,1,0,0,7,0,0,0,8,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
89,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,FALSE,NULL,NULL,NULL,NULL,FALSE,NULL,NULL,NULL,NULL,FALSE,NULL,NULL,NULL,NULL,FALSE,NULL,FALSE,FALSE,FALSE,NULL,Urban,Italy,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,FALSE,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,NULL,FALSE,FALSE,FALSE,FALSE,TRUE,NULL,NULL,NULL,Casey Kasem,NULL
90,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,NULL,Rural,North Carolina,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,FALSE,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE,TRUE,FALSE,FALSE,TRUE,NULL,NULL,NULL,NULL,NULL
91,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,NULL,Rural,North Carolina,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,FALSE,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE,TRUE,FALSE,FALSE,TRUE,NULL,NULL,NULL,NULL,NULL
92,"Creepy Heap from the Deep,Soulless Captain Clements","Male,Male","Animal,Undead","Sea-Monster,Possessed","Sea-Monster,Human",FALSE,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Coast,United States,2,FALSE,TRUE,"Bank Robber,Captain Clements","Male,Male",2,Smuggling,NULL,NULL,FALSE,1 box,0,0,1,0,2,0,0,10,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,Frank Welker,Heather North,Pat Stevens,Casey Kasem,Don Messick
93,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,NULL,Desert,Egypt,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,FALSE,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE,TRUE,FALSE,FALSE,FALSE,NULL,NULL,NULL,NULL,NULL
94,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,Forest,England,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,FALSE,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,FALSE,FALSE,FALSE,FALSE,TRUE,NULL,NULL,NULL,Casey Kasem,Don Messick
95,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,NULL,Urban,Spain,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,FALSE,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,TRUE,NULL,NULL,NULL,NULL,NULL
96,"Abominable Snowman,Abominable Snowwoman","Male,Female","Animal,Animal","Yeti,Yeti","Snow-Monster,Snow-Monster",TRUE,2,NULL,NULL,NULL,NULL,FALSE,NULL,NULL,NULL,NULL,FALSE,NULL,NULL,NULL,NULL,FALSE,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,NULL,Mountain,Nepal,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,FALSE,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,FALSE,FALSE,FALSE,FALSE,TRUE,NULL,NULL,NULL,NULL,Don Messick
97,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,FALSE,NULL,NULL,NULL,NULL,FALSE,NULL,NULL,NULL,NULL,FALSE,NULL,NULL,NULL,NULL,FALSE,NULL,FALSE,FALSE,FALSE,NULL,Jungle,India,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,FALSE,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,1,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,NULL,NULL,Casey Kasem,NULL
98,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,FALSE,NULL,NULL,NULL,NULL,FALSE,NULL,NULL,NULL,NULL,FALSE,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,NULL,Desert,Israel,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,FALSE,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,NULL,NULL,NULL,Don Messick
99,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,FALSE,NULL,NULL,NULL,NULL,FALSE,NULL,NULL,NULL,NULL,FALSE,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,NULL,Jungle,Africa,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,FALSE,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,FALSE,TRUE,FALSE,FALSE,FALSE,NULL,NULL,NULL,NULL,Don Messick
100,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,FALSE,NULL,NULL,NULL,NULL,FALSE,NULL,NULL,NULL,NULL,FALSE,NULL,NULL,NULL,NULL,FALSE,NULL,FALSE,FALSE,FALSE,NULL,Urban,California,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,FALSE,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,NULL,NULL,Casey Kasem,NULL
101,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,Desert,Arizona,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,FALSE,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,1,FALSE,FALSE,FALSE,FALSE,TRUE,NULL,NULL,NULL,Casey Kasem,Don Messick
102,Leprechaun,Male,Mythical,Magician,Leprechaun,TRUE,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,NULL,Rural,Ireland,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,FALSE,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,TRUE,NULL,NULL,NULL,NULL,NULL
103,Prehistoric Dinosaur,Male,Animal,Dinosaur,Dinosaur,TRUE,1,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,Island,Hawaii,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,FALSE,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,NULL,NULL,Casey Kasem,Don Messick
104,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,FALSE,NULL,NULL,NULL,NULL,FALSE,NULL,NULL,NULL,NULL,FALSE,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,NULL,Snow,Norway,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,FALSE,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,FALSE,FALSE,FALSE,FALSE,TRUE,NULL,NULL,NULL,NULL,Don Messick
105,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,NULL,Snow,Canada,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,FALSE,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,TRUE,NULL,NULL,NULL,NULL,NULL
106,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,NULL,NULL,NULL,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,Island,French Polynesia,0,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,FALSE,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,NULL,NULL,NULL,Casey Kasem,Don Messick
